execution_id,job_id,job_name,job_type,scheduled_hour,day_of_week,start_delay_minutes,previous_success_count,previous_failure_count,average_runtime_minutes,expected_data_volume,cpu_usage_percent,memory_usage_percent,dependency_status,job_status
5063,JOB016,WAREHOUSE_UPDATE,Data Transfer,21,Saturday,8,4,2,41,358250,77,23,Ready,Failed
5064,JOB014,MASTER_DATA_SYNC,Data Transfer,5,Thursday,13,29,3,10,249718,51,42,Not Ready,Success
5065,JOB004,DATA_TRANSFER,Data Transfer,15,Wednesday,14,17,7,93,140807,47,23,Delayed,Failed
5066,JOB015,DAILY_ANALYTICS,Data Transfer,19,Saturday,23,25,2,85,12255,23,87,Ready,Success
5067,JOB017,INVOICE_PROCESSING,Data Processing,11,Thursday,28,5,4,47,368281,29,37,Ready,Success
5068,JOB003,INVENTORY_UPDATE,Reporting,10,Saturday,30,8,0,104,404310,46,20,Ready,Failed
5069,JOB003,INVENTORY_UPDATE,Backup,9,Friday,0,10,3,54,480450,55,51,Ready,Failed
5070,JOB009,STOCK_UPDATE,Reporting,2,Tuesday,1,22,1,120,323659,24,40,Ready,Failed
5071,JOB006,FINANCE_REPORT,Data Transfer,12,Tuesday,17,13,3,50,350154,69,57,Ready,Success
5072,JOB007,CUSTOMER_REPORT,Synchronization,2,Saturday,17,23,4,77,162723,51,45,Delayed,Success
5073,JOB013,LOG_CLEANUP,Data Processing,14,Tuesday,5,1,2,32,298062,42,60,Delayed,Failed
5074,JOB018,VENDOR_DATA_SYNC,Backup,15,Monday,19,26,5,103,7103,80,68,Ready,Failed
5075,JOB002,MONTHLY_PAYROLL,Data Transfer,12,Saturday,7,28,1,71,345947,20,60,Delayed,Success
5076,JOB012,DATABASE_BACKUP,Backup,16,Friday,0,13,4,15,249437,50,78,Delayed,Success
5077,JOB005,BACKUP_JOB,Data Processing,2,Sunday,14,24,3,24,454362,38,23,Ready,Success
5078,JOB014,MASTER_DATA_SYNC,Data Transfer,19,Saturday,9,18,4,91,55390,73,32,Ready,Success
5079,JOB012,DATABASE_BACKUP,Data Processing,10,Saturday,29,9,8,34,234351,53,80,Ready,Failed
5080,JOB013,LOG_CLEANUP,Data Processing,20,Tuesday,3,4,5,105,312302,23,70,Delayed,Failed
5081,JOB013,LOG_CLEANUP,Reporting,18,Friday,9,29,6,40,159083,67,54,Ready,Success
5082,JOB018,VENDOR_DATA_SYNC,Data Transfer,21,Saturday,10,22,7,112,483781,67,84,Ready,Success
5083,JOB020,ARCHIVE_JOB,Data Transfer,10,Tuesday,4,3,8,80,322033,68,68,Delayed,Failed
5084,JOB017,INVOICE_PROCESSING,Synchronization,15,Wednesday,8,6,4,104,325411,79,68,Ready,Success
5085,JOB011,EMPLOYEE_DATA_SYNC,Reporting,20,Friday,4,23,7,103,235776,63,33,Delayed,Success
5086,JOB008,SALES_REPORT,Data Transfer,2,Thursday,28,12,1,102,183313,53,56,Ready,Success
5087,JOB018,VENDOR_DATA_SYNC,Data Transfer,21,Monday,10,9,9,72,393750,75,49,Not Ready,Failed
5088,JOB009,STOCK_UPDATE,Backup,5,Thursday,2,29,8,92,136263,93,33,Delayed,Failed
5089,JOB009,STOCK_UPDATE,Synchronization,13,Sunday,26,9,1,40,137695,25,94,Not Ready,Failed
5090,JOB004,DATA_TRANSFER,Data Processing,23,Friday,3,3,4,62,3293,95,46,Delayed,Failed
5091,JOB011,EMPLOYEE_DATA_SYNC,Synchronization,17,Saturday,9,15,5,32,499911,95,81,Ready,Failed
5092,JOB015,DAILY_ANALYTICS,Reporting,16,Tuesday,6,14,3,43,152665,55,22,Ready,Success
5093,JOB004,DATA_TRANSFER,Synchronization,3,Sunday,0,20,7,70,93703,54,89,Ready,Success
5094,JOB002,MONTHLY_PAYROLL,Synchronization,22,Friday,26,10,9,47,365873,44,58,Ready,Success
5095,JOB012,DATABASE_BACKUP,Synchronization,14,Monday,5,18,2,9,471518,68,38,Ready,Failed
5096,JOB016,WAREHOUSE_UPDATE,Backup,10,Friday,7,20,4,96,455600,74,95,Ready,Failed
5097,JOB012,DATABASE_BACKUP,Reporting,2,Sunday,16,23,1,17,299136,60,58,Ready,Success
5098,JOB018,VENDOR_DATA_SYNC,Data Processing,2,Tuesday,23,2,2,104,84160,76,29,Ready,Success
5099,JOB011,EMPLOYEE_DATA_SYNC,Reporting,15,Thursday,6,14,7,13,16848,41,66,Ready,Success
5100,JOB004,DATA_TRANSFER,Data Processing,4,Wednesday,0,15,4,107,324317,63,42,Ready,Success
5101,JOB007,CUSTOMER_REPORT,Backup,20,Thursday,8,13,2,98,376055,48,78,Ready,Success
5102,JOB018,VENDOR_DATA_SYNC,Reporting,9,Tuesday,10,28,4,61,409975,90,39,Delayed,Failed
5103,JOB008,SALES_REPORT,Backup,18,Sunday,18,4,8,31,401733,67,64,Ready,Failed
5104,JOB004,DATA_TRANSFER,Backup,3,Tuesday,1,25,2,65,496013,22,63,Ready,Failed
5105,JOB006,FINANCE_REPORT,Data Transfer,18,Monday,22,16,9,81,294124,64,37,Delayed,Success
5106,JOB003,INVENTORY_UPDATE,Synchronization,10,Friday,10,17,6,110,201198,39,67,Not Ready,Failed
5107,JOB014,MASTER_DATA_SYNC,Data Processing,1,Friday,2,18,7,107,485044,92,94,Ready,Failed
5108,JOB004,DATA_TRANSFER,Data Transfer,9,Thursday,16,0,4,54,271599,55,20,Not Ready,Failed
5109,JOB007,CUSTOMER_REPORT,Backup,10,Sunday,9,28,2,96,7944,79,51,Not Ready,Failed
5110,JOB005,BACKUP_JOB,Backup,19,Wednesday,28,26,5,86,492837,37,83,Ready,Success
5111,JOB012,DATABASE_BACKUP,Data Transfer,15,Wednesday,2,27,2,38,327771,85,26,Ready,Failed
5112,JOB008,SALES_REPORT,Data Processing,18,Monday,21,26,8,89,327867,50,90,Ready,Success
5113,JOB008,SALES_REPORT,Synchronization,22,Tuesday,2,24,1,69,248967,28,65,Delayed,Failed
5114,JOB020,ARCHIVE_JOB,Reporting,23,Monday,20,8,2,49,421316,39,43,Ready,Success
5115,JOB004,DATA_TRANSFER,Synchronization,10,Friday,24,20,6,91,198248,39,88,Ready,Failed
5116,JOB011,EMPLOYEE_DATA_SYNC,Synchronization,13,Saturday,6,13,9,38,264002,66,55,Delayed,Failed
5117,JOB019,SYSTEM_MONITORING,Data Transfer,1,Saturday,1,19,7,104,300155,20,86,Ready,Success
5118,JOB002,MONTHLY_PAYROLL,Data Transfer,22,Saturday,0,20,4,77,97054,33,69,Ready,Success
5119,JOB017,INVOICE_PROCESSING,Data Transfer,4,Tuesday,6,19,4,12,240038,20,78,Delayed,Failed
5120,JOB020,ARCHIVE_JOB,Data Processing,4,Monday,19,27,4,118,278581,88,77,Ready,Success
5121,JOB004,DATA_TRANSFER,Data Transfer,18,Sunday,10,20,3,98,288694,29,65,Ready,Success
5122,JOB020,ARCHIVE_JOB,Data Transfer,20,Thursday,22,22,8,52,157933,92,89,Ready,Failed
5123,JOB016,WAREHOUSE_UPDATE,Data Transfer,11,Friday,5,10,5,40,435227,68,42,Delayed,Failed
5124,JOB011,EMPLOYEE_DATA_SYNC,Backup,17,Saturday,22,23,7,104,292073,33,31,Delayed,Failed
5125,JOB002,MONTHLY_PAYROLL,Data Processing,3,Sunday,3,1,7,86,395235,79,47,Ready,Failed
5126,JOB015,DAILY_ANALYTICS,Reporting,21,Wednesday,18,19,4,70,25284,61,77,Ready,Success
5127,JOB008,SALES_REPORT,Synchronization,16,Monday,27,23,8,15,78350,78,80,Ready,Failed
5128,JOB002,MONTHLY_PAYROLL,Reporting,9,Friday,20,22,1,56,373983,44,74,Ready,Failed
5129,JOB005,BACKUP_JOB,Data Processing,19,Friday,18,24,7,40,377824,55,53,Ready,Failed
5130,JOB001,DAILY_SALES,Backup,5,Wednesday,13,4,2,99,338784,54,37,Ready,Success
5131,JOB010,ORDER_PROCESSING,Synchronization,13,Wednesday,2,21,6,35,206087,30,54,Ready,Success
5132,JOB016,WAREHOUSE_UPDATE,Data Transfer,10,Wednesday,3,26,8,28,71909,29,67,Not Ready,Failed
5133,JOB011,EMPLOYEE_DATA_SYNC,Data Processing,10,Saturday,7,23,4,114,295515,27,56,Ready,Success
5134,JOB001,DAILY_SALES,Synchronization,17,Saturday,17,14,7,25,276378,42,60,Ready,Success
5135,JOB013,LOG_CLEANUP,Synchronization,22,Monday,3,11,3,100,64172,25,25,Ready,Success
5136,JOB019,SYSTEM_MONITORING,Reporting,21,Wednesday,10,13,0,117,400573,83,58,Ready,Success
5137,JOB009,STOCK_UPDATE,Synchronization,17,Thursday,15,10,0,34,284739,92,23,Ready,Success
5138,JOB018,VENDOR_DATA_SYNC,Synchronization,23,Friday,2,20,5,76,308743,65,35,Ready,Failed
5139,JOB018,VENDOR_DATA_SYNC,Reporting,22,Wednesday,6,29,7,101,139844,57,71,Ready,Success
5140,JOB007,CUSTOMER_REPORT,Backup,10,Friday,1,8,9,119,474319,44,38,Ready,Failed
5141,JOB004,DATA_TRANSFER,Backup,20,Tuesday,0,19,1,68,317034,21,36,Ready,Failed
5142,JOB009,STOCK_UPDATE,Synchronization,11,Sunday,25,7,3,119,103205,43,64,Ready,Success
5143,JOB013,LOG_CLEANUP,Data Processing,4,Tuesday,0,11,2,43,291828,86,21,Delayed,Success
5144,JOB006,FINANCE_REPORT,Data Processing,22,Wednesday,5,29,8,5,448301,90,21,Ready,Success
5145,JOB013,LOG_CLEANUP,Synchronization,8,Friday,18,2,2,101,323068,80,74,Ready,Failed
5146,JOB018,VENDOR_DATA_SYNC,Synchronization,8,Sunday,6,20,7,46,12708,28,23,Not Ready,Failed
5147,JOB014,MASTER_DATA_SYNC,Synchronization,21,Tuesday,23,14,6,81,270814,64,31,Delayed,Success
5148,JOB014,MASTER_DATA_SYNC,Backup,9,Wednesday,4,7,0,90,333614,35,73,Ready,Success
5149,JOB013,LOG_CLEANUP,Synchronization,21,Friday,20,25,7,9,265810,33,79,Ready,Failed
5150,JOB011,EMPLOYEE_DATA_SYNC,Data Processing,18,Wednesday,27,27,8,16,331133,45,48,Ready,Success
5151,JOB016,WAREHOUSE_UPDATE,Data Transfer,0,Saturday,17,6,7,33,391783,65,80,Ready,Failed
5152,JOB018,VENDOR_DATA_SYNC,Reporting,6,Friday,23,16,9,7,117255,77,65,Ready,Success
5153,JOB016,WAREHOUSE_UPDATE,Data Transfer,3,Tuesday,25,11,9,65,217744,93,68,Ready,Success
5154,JOB007,CUSTOMER_REPORT,Data Processing,0,Wednesday,12,19,0,55,435463,49,37,Ready,Success
5155,JOB017,INVOICE_PROCESSING,Data Processing,14,Tuesday,0,17,6,40,265617,75,95,Delayed,Failed
5156,JOB001,DAILY_SALES,Synchronization,7,Wednesday,9,17,8,115,419781,51,93,Delayed,Failed
5157,JOB001,DAILY_SALES,Data Transfer,11,Monday,8,28,4,113,154680,42,43,Ready,Success
5158,JOB005,BACKUP_JOB,Data Transfer,21,Tuesday,16,14,1,79,225743,36,36,Ready,Success
5159,JOB001,DAILY_SALES,Backup,21,Tuesday,0,22,7,94,262301,43,75,Ready,Failed
5160,JOB011,EMPLOYEE_DATA_SYNC,Backup,17,Thursday,0,27,8,6,494925,66,71,Ready,Success
5161,JOB008,SALES_REPORT,Backup,14,Sunday,6,27,6,33,491173,30,90,Ready,Failed
5162,JOB018,VENDOR_DATA_SYNC,Data Transfer,16,Saturday,3,2,4,45,304358,60,39,Ready,Failed
5163,JOB012,DATABASE_BACKUP,Synchronization,13,Tuesday,27,18,7,33,424764,34,48,Delayed,Failed
5164,JOB012,DATABASE_BACKUP,Reporting,13,Friday,22,14,5,112,240577,71,94,Ready,Failed
5165,JOB003,INVENTORY_UPDATE,Data Transfer,17,Sunday,20,15,3,104,166674,53,69,Ready,Success
5166,JOB014,MASTER_DATA_SYNC,Synchronization,19,Wednesday,11,21,0,68,368490,79,34,Ready,Success
5167,JOB013,LOG_CLEANUP,Reporting,17,Monday,15,21,5,62,95373,76,50,Not Ready,Failed
5168,JOB019,SYSTEM_MONITORING,Synchronization,15,Friday,13,16,7,87,414951,52,32,Ready,Success
5169,JOB020,ARCHIVE_JOB,Synchronization,0,Sunday,22,0,2,14,17806,40,75,Ready,Success
5170,JOB002,MONTHLY_PAYROLL,Backup,22,Friday,9,10,6,15,455853,43,38,Ready,Success
5171,JOB012,DATABASE_BACKUP,Data Transfer,10,Friday,13,5,6,11,309436,39,89,Ready,Success
5172,JOB012,DATABASE_BACKUP,Reporting,14,Friday,6,22,8,81,30228,87,47,Ready,Success
5173,JOB010,ORDER_PROCESSING,Backup,11,Sunday,3,8,0,109,236309,79,41,Ready,Failed
5174,JOB004,DATA_TRANSFER,Reporting,7,Monday,1,19,4,112,48986,65,47,Ready,Failed
5175,JOB017,INVOICE_PROCESSING,Reporting,21,Thursday,23,15,7,65,437071,52,52,Ready,Success
5176,JOB007,CUSTOMER_REPORT,Data Processing,19,Saturday,17,29,2,70,97780,50,64,Ready,Success
5177,JOB005,BACKUP_JOB,Reporting,5,Tuesday,15,25,4,98,475163,53,67,Not Ready,Failed
5178,JOB004,DATA_TRANSFER,Synchronization,2,Sunday,8,5,0,90,420080,41,82,Ready,Success
5179,JOB018,VENDOR_DATA_SYNC,Reporting,23,Friday,4,11,8,57,433056,49,45,Ready,Failed
5180,JOB013,LOG_CLEANUP,Backup,12,Tuesday,8,18,3,69,420140,24,20,Delayed,Success
5181,JOB013,LOG_CLEANUP,Data Processing,12,Sunday,30,12,4,31,132626,60,81,Delayed,Failed
5182,JOB008,SALES_REPORT,Data Processing,1,Tuesday,24,12,2,11,312302,64,91,Ready,Success
5183,JOB012,DATABASE_BACKUP,Synchronization,4,Friday,29,26,1,69,84685,80,22,Ready,Failed
5184,JOB015,DAILY_ANALYTICS,Backup,16,Thursday,7,3,6,62,199699,32,24,Ready,Success
5185,JOB016,WAREHOUSE_UPDATE,Data Processing,5,Sunday,23,8,4,29,389267,28,64,Delayed,Success
5186,JOB019,SYSTEM_MONITORING,Data Processing,1,Tuesday,19,13,9,52,28749,54,31,Delayed,Success
5187,JOB005,BACKUP_JOB,Data Processing,3,Wednesday,15,13,2,8,497350,37,67,Ready,Success
5188,JOB003,INVENTORY_UPDATE,Data Transfer,21,Tuesday,29,16,1,98,375339,31,33,Ready,Failed
5189,JOB010,ORDER_PROCESSING,Backup,10,Saturday,19,4,9,12,313953,60,72,Ready,Success
5190,JOB004,DATA_TRANSFER,Data Processing,7,Friday,29,26,5,117,327220,35,64,Ready,Failed
5191,JOB012,DATABASE_BACKUP,Backup,11,Monday,17,22,9,89,206611,32,51,Ready,Success
5192,JOB001,DAILY_SALES,Synchronization,7,Tuesday,3,18,5,119,449462,37,49,Ready,Success
5193,JOB005,BACKUP_JOB,Backup,10,Thursday,15,1,2,72,401679,95,31,Ready,Success
5194,JOB005,BACKUP_JOB,Synchronization,21,Wednesday,3,12,8,64,387252,70,63,Ready,Failed
5195,JOB015,DAILY_ANALYTICS,Data Transfer,19,Wednesday,5,10,0,8,445330,52,44,Delayed,Success
5196,JOB007,CUSTOMER_REPORT,Synchronization,7,Monday,2,1,2,12,378322,89,61,Ready,Failed
5197,JOB017,INVOICE_PROCESSING,Synchronization,7,Saturday,17,0,0,110,337189,86,40,Ready,Success
5198,JOB008,SALES_REPORT,Reporting,16,Monday,14,20,6,94,358546,73,80,Delayed,Failed
5199,JOB016,WAREHOUSE_UPDATE,Synchronization,19,Saturday,7,28,1,97,341185,25,85,Ready,Failed
5200,JOB001,DAILY_SALES,Data Transfer,19,Tuesday,17,2,3,20,25466,55,40,Ready,Success
5201,JOB011,EMPLOYEE_DATA_SYNC,Synchronization,22,Friday,23,26,3,23,413148,74,45,Ready,Success
5202,JOB019,SYSTEM_MONITORING,Synchronization,15,Thursday,22,11,7,5,486168,69,51,Ready,Success
5203,JOB006,FINANCE_REPORT,Data Transfer,13,Wednesday,2,6,3,105,108712,90,36,Ready,Failed
5204,JOB019,SYSTEM_MONITORING,Synchronization,10,Monday,5,0,2,38,124212,85,23,Ready,Success
5205,JOB009,STOCK_UPDATE,Synchronization,6,Thursday,21,8,9,97,247936,34,58,Delayed,Failed
5206,JOB005,BACKUP_JOB,Backup,15,Saturday,25,29,2,95,39867,41,34,Ready,Success
5207,JOB014,MASTER_DATA_SYNC,Reporting,12,Friday,29,17,4,116,413200,68,52,Delayed,Failed
5208,JOB020,ARCHIVE_JOB,Synchronization,14,Wednesday,20,23,5,49,167934,57,80,Ready,Success
5209,JOB013,LOG_CLEANUP,Data Processing,23,Wednesday,28,25,6,67,115361,27,33,Ready,Success
5210,JOB013,LOG_CLEANUP,Data Transfer,15,Saturday,23,19,4,98,363711,27,66,Delayed,Failed
5211,JOB020,ARCHIVE_JOB,Data Processing,20,Friday,14,5,6,10,362514,56,21,Ready,Success
5212,JOB015,DAILY_ANALYTICS,Data Processing,22,Wednesday,26,8,3,40,225616,91,85,Ready,Failed
5213,JOB013,LOG_CLEANUP,Data Processing,23,Friday,11,22,4,107,318040,44,67,Ready,Success
5214,JOB007,CUSTOMER_REPORT,Data Processing,8,Wednesday,4,7,5,70,265934,73,83,Delayed,Failed
5215,JOB002,MONTHLY_PAYROLL,Data Transfer,2,Tuesday,6,22,8,110,368527,40,85,Not Ready,Failed
5216,JOB020,ARCHIVE_JOB,Reporting,18,Saturday,21,17,5,82,454021,78,67,Ready,Failed
5217,JOB017,INVOICE_PROCESSING,Data Processing,19,Friday,26,24,9,12,45449,50,37,Ready,Success
5218,JOB004,DATA_TRANSFER,Backup,4,Thursday,14,14,0,71,421461,25,70,Ready,Failed
5219,JOB004,DATA_TRANSFER,Synchronization,9,Tuesday,6,0,6,103,346737,61,23,Ready,Failed
5220,JOB018,VENDOR_DATA_SYNC,Data Processing,16,Sunday,12,13,2,31,163408,71,52,Delayed,Failed
5221,JOB005,BACKUP_JOB,Data Processing,14,Thursday,24,17,5,38,445731,66,42,Delayed,Failed
5222,JOB007,CUSTOMER_REPORT,Synchronization,22,Saturday,2,18,1,32,111464,47,72,Ready,Success
5223,JOB004,DATA_TRANSFER,Synchronization,7,Wednesday,25,18,6,35,250483,55,32,Delayed,Failed
5224,JOB015,DAILY_ANALYTICS,Data Transfer,14,Sunday,22,29,0,21,430485,59,90,Ready,Success
5225,JOB011,EMPLOYEE_DATA_SYNC,Synchronization,20,Thursday,12,9,1,87,167654,32,77,Ready,Failed
5226,JOB004,DATA_TRANSFER,Reporting,13,Tuesday,25,19,8,110,89562,68,82,Ready,Failed
5227,JOB019,SYSTEM_MONITORING,Backup,19,Sunday,2,20,8,112,99652,23,84,Delayed,Failed
5228,JOB016,WAREHOUSE_UPDATE,Data Processing,6,Sunday,28,5,6,59,232498,83,61,Not Ready,Failed
5229,JOB010,ORDER_PROCESSING,Data Transfer,20,Friday,1,16,1,79,326864,42,59,Ready,Success
5230,JOB011,EMPLOYEE_DATA_SYNC,Data Processing,22,Monday,27,13,4,13,245624,77,40,Delayed,Failed
5231,JOB017,INVOICE_PROCESSING,Reporting,11,Thursday,22,12,3,98,179899,34,52,Ready,Failed
5232,JOB011,EMPLOYEE_DATA_SYNC,Data Processing,16,Monday,3,7,1,61,261665,65,89,Ready,Failed
5233,JOB011,EMPLOYEE_DATA_SYNC,Backup,16,Saturday,16,21,1,49,21517,58,61,Ready,Success
5234,JOB006,FINANCE_REPORT,Reporting,9,Thursday,5,9,9,10,441581,66,56,Ready,Success
5235,JOB016,WAREHOUSE_UPDATE,Data Processing,18,Thursday,10,8,7,18,487845,56,91,Ready,Failed
5236,JOB013,LOG_CLEANUP,Synchronization,13,Friday,5,4,4,35,83131,60,20,Ready,Success
5237,JOB019,SYSTEM_MONITORING,Synchronization,10,Wednesday,21,22,7,58,201137,64,45,Delayed,Failed
5238,JOB001,DAILY_SALES,Backup,1,Tuesday,1,26,1,15,342641,49,58,Delayed,Failed
5239,JOB020,ARCHIVE_JOB,Reporting,17,Tuesday,16,3,1,73,63430,90,66,Delayed,Success
5240,JOB014,MASTER_DATA_SYNC,Data Transfer,6,Tuesday,2,5,2,99,131329,87,75,Delayed,Failed
5241,JOB011,EMPLOYEE_DATA_SYNC,Synchronization,11,Saturday,11,5,9,6,30456,26,77,Delayed,Success
5242,JOB020,ARCHIVE_JOB,Synchronization,1,Sunday,13,12,7,107,160284,66,47,Delayed,Failed
5243,JOB008,SALES_REPORT,Data Processing,19,Wednesday,1,3,7,21,498869,66,76,Ready,Success
5244,JOB006,FINANCE_REPORT,Reporting,17,Monday,21,21,2,106,119788,79,90,Delayed,Failed
5245,JOB019,SYSTEM_MONITORING,Synchronization,5,Tuesday,28,7,0,114,66346,24,91,Not Ready,Failed
5246,JOB011,EMPLOYEE_DATA_SYNC,Data Processing,23,Monday,27,26,6,40,14930,67,64,Delayed,Success
5247,JOB006,FINANCE_REPORT,Data Transfer,9,Wednesday,21,4,3,7,239834,93,84,Ready,Success
5248,JOB011,EMPLOYEE_DATA_SYNC,Data Transfer,19,Saturday,28,1,2,67,33915,41,23,Ready,Success
5249,JOB005,BACKUP_JOB,Synchronization,14,Wednesday,4,8,4,47,197274,42,80,Delayed,Success
5250,JOB002,MONTHLY_PAYROLL,Synchronization,4,Friday,9,10,5,97,461461,64,80,Ready,Success
5251,JOB016,WAREHOUSE_UPDATE,Synchronization,19,Sunday,9,19,0,37,479158,71,62,Ready,Success
5252,JOB006,FINANCE_REPORT,Reporting,2,Tuesday,20,19,8,82,163178,90,38,Ready,Failed
5253,JOB014,MASTER_DATA_SYNC,Synchronization,4,Saturday,8,10,5,106,463742,65,20,Delayed,Failed
5254,JOB014,MASTER_DATA_SYNC,Data Processing,7,Friday,29,6,2,33,29040,57,38,Ready,Success
5255,JOB013,LOG_CLEANUP,Data Transfer,7,Tuesday,20,25,0,27,408178,59,70,Ready,Success
5256,JOB008,SALES_REPORT,Reporting,7,Wednesday,12,13,8,63,336534,34,83,Ready,Failed
5257,JOB011,EMPLOYEE_DATA_SYNC,Data Transfer,11,Wednesday,9,25,1,85,496356,88,82,Ready,Failed
5258,JOB014,MASTER_DATA_SYNC,Reporting,23,Thursday,5,5,9,53,474008,31,48,Ready,Failed
5259,JOB003,INVENTORY_UPDATE,Data Transfer,22,Thursday,10,29,5,59,386015,86,38,Ready,Success
5260,JOB016,WAREHOUSE_UPDATE,Synchronization,7,Wednesday,3,3,5,79,323809,76,62,Ready,Failed
5261,JOB014,MASTER_DATA_SYNC,Synchronization,10,Wednesday,25,5,2,32,464275,38,89,Delayed,Success
5262,JOB008,SALES_REPORT,Data Processing,13,Monday,13,2,5,75,230744,49,58,Ready,Failed
5263,JOB017,INVOICE_PROCESSING,Synchronization,7,Sunday,29,22,1,113,384976,37,42,Not Ready,Success
5264,JOB007,CUSTOMER_REPORT,Data Transfer,23,Monday,30,5,7,108,62324,82,20,Delayed,Failed
5265,JOB005,BACKUP_JOB,Data Processing,9,Sunday,16,2,0,76,95855,26,80,Ready,Success
5266,JOB020,ARCHIVE_JOB,Data Transfer,6,Friday,19,0,5,109,117158,79,44,Ready,Success
5267,JOB005,BACKUP_JOB,Backup,16,Thursday,1,27,0,97,421885,82,23,Ready,Failed
5268,JOB017,INVOICE_PROCESSING,Data Processing,3,Thursday,9,25,8,29,134669,76,20,Ready,Failed
5269,JOB006,FINANCE_REPORT,Data Processing,12,Wednesday,2,20,8,11,161282,94,59,Ready,Success
5270,JOB015,DAILY_ANALYTICS,Reporting,3,Wednesday,6,25,5,90,323841,58,40,Ready,Success
5271,JOB013,LOG_CLEANUP,Data Transfer,4,Friday,6,17,5,77,264446,62,62,Ready,Success
5272,JOB009,STOCK_UPDATE,Data Transfer,21,Saturday,0,22,8,79,194655,75,29,Ready,Failed
5273,JOB015,DAILY_ANALYTICS,Data Transfer,3,Saturday,7,28,4,38,471268,29,85,Ready,Success
5274,JOB012,DATABASE_BACKUP,Synchronization,17,Saturday,22,22,8,95,494414,39,36,Ready,Failed
5275,JOB009,STOCK_UPDATE,Reporting,5,Thursday,0,3,4,118,78790,83,32,Ready,Success
5276,JOB010,ORDER_PROCESSING,Reporting,23,Monday,7,5,3,26,200132,58,29,Delayed,Failed
5277,JOB016,WAREHOUSE_UPDATE,Data Transfer,23,Saturday,13,16,1,71,444456,47,71,Ready,Failed
5278,JOB002,MONTHLY_PAYROLL,Synchronization,22,Tuesday,13,17,1,54,186929,49,29,Ready,Success
5279,JOB002,MONTHLY_PAYROLL,Data Transfer,21,Friday,1,5,0,52,444694,77,66,Ready,Success
5280,JOB010,ORDER_PROCESSING,Synchronization,1,Saturday,7,1,9,108,8484,89,28,Delayed,Failed
5281,JOB008,SALES_REPORT,Backup,22,Tuesday,18,11,2,76,119957,81,65,Ready,Failed
5282,JOB016,WAREHOUSE_UPDATE,Reporting,10,Saturday,9,11,0,74,211819,20,87,Ready,Success
5283,JOB003,INVENTORY_UPDATE,Backup,13,Monday,6,26,5,61,221574,87,73,Ready,Success
5284,JOB017,INVOICE_PROCESSING,Data Processing,4,Monday,12,3,6,29,321771,44,87,Ready,Success
5285,JOB018,VENDOR_DATA_SYNC,Reporting,5,Saturday,21,15,8,70,135428,58,23,Delayed,Failed
5286,JOB012,DATABASE_BACKUP,Backup,9,Tuesday,20,19,6,20,416816,30,94,Delayed,Failed
5287,JOB010,ORDER_PROCESSING,Backup,7,Friday,14,9,3,62,231478,78,20,Ready,Success
5288,JOB012,DATABASE_BACKUP,Data Processing,13,Tuesday,10,24,3,45,280595,56,78,Ready,Success
5289,JOB006,FINANCE_REPORT,Synchronization,23,Friday,25,9,7,55,493264,95,44,Ready,Failed
5290,JOB017,INVOICE_PROCESSING,Data Processing,2,Saturday,13,6,3,25,266218,48,28,Not Ready,Failed
5291,JOB012,DATABASE_BACKUP,Synchronization,11,Friday,10,13,0,83,314786,28,44,Ready,Success
5292,JOB014,MASTER_DATA_SYNC,Data Processing,15,Wednesday,1,6,8,60,257078,65,90,Not Ready,Failed
5293,JOB001,DAILY_SALES,Reporting,22,Thursday,1,11,2,102,188768,95,45,Ready,Success
5294,JOB016,WAREHOUSE_UPDATE,Backup,16,Sunday,28,10,0,51,381596,28,75,Ready,Success
5295,JOB016,WAREHOUSE_UPDATE,Backup,0,Thursday,11,16,8,47,162930,84,68,Ready,Success
5296,JOB006,FINANCE_REPORT,Synchronization,22,Monday,14,10,9,88,121709,90,84,Ready,Success
5297,JOB016,WAREHOUSE_UPDATE,Data Processing,9,Wednesday,16,20,9,112,429846,61,80,Ready,Failed
5298,JOB017,INVOICE_PROCESSING,Data Transfer,22,Thursday,13,2,4,35,290798,53,28,Ready,Failed
5299,JOB008,SALES_REPORT,Reporting,9,Saturday,24,18,8,19,190298,47,29,Ready,Success
5300,JOB005,BACKUP_JOB,Data Transfer,20,Friday,15,21,2,52,15189,80,30,Ready,Success
5301,JOB003,INVENTORY_UPDATE,Backup,23,Friday,26,3,5,66,56107,59,55,Ready,Success
5302,JOB006,FINANCE_REPORT,Data Processing,1,Tuesday,7,7,6,96,319164,73,75,Not Ready,Failed
5303,JOB017,INVOICE_PROCESSING,Synchronization,8,Tuesday,23,13,4,74,265704,78,51,Ready,Failed
5304,JOB015,DAILY_ANALYTICS,Synchronization,21,Friday,16,19,7,7,431775,64,91,Ready,Success
5305,JOB013,LOG_CLEANUP,Synchronization,12,Saturday,4,23,9,42,234210,58,54,Ready,Success
5306,JOB017,INVOICE_PROCESSING,Backup,15,Friday,11,13,5,91,287796,61,23,Delayed,Failed
5307,JOB012,DATABASE_BACKUP,Reporting,17,Tuesday,5,27,5,62,315410,30,81,Ready,Success
5308,JOB015,DAILY_ANALYTICS,Data Transfer,18,Thursday,30,15,6,71,244611,94,82,Ready,Failed
5309,JOB006,FINANCE_REPORT,Backup,11,Monday,17,14,7,49,127108,57,27,Ready,Success
